paper,metric,scale_type,scale_value,run,ms,status,message,model_type,candidate_count,exact_match_count
b32,search,keyword_pool_size,500,2,0.129,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,228,228
b32,search,keyword_pool_size,500,3,0.176,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,506,506
b32,search,keyword_pool_size,500,4,0.158,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,328,328
b32,search,keyword_pool_size,500,5,0.176,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,434,434
b32,search,keyword_pool_size,1000,1,0.144,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,222,222
b32,search,keyword_pool_size,1000,2,0.129,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,146,146
b32,search,keyword_pool_size,1000,3,0.090,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,162,162
b32,search,keyword_pool_size,1000,4,0.077,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,140,140
b32,search,keyword_pool_size,1000,5,0.079,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,131,131
b32,search,file_count,10,1,0.046,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,2,2
b32,search,file_count,10,2,0.054,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,3,3
b32,search,file_count,10,3,0.059,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,3,3
b32,search,file_count,10,4,0.050,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,1,1
b32,search,file_count,10,5,0.053,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,2,2
b32,search,file_count,100,1,0.051,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,27,27
b32,search,file_count,100,2,0.053,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,22,22
b32,search,file_count,100,3,0.059,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,9,9
b32,search,file_count,100,4,0.050,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,31,31
b32,search,file_count,100,5,0.045,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,15,15
b32,search,file_count,300,1,0.061,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,34,34
b32,search,file_count,300,2,0.062,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,33,33
b32,search,file_count,300,3,0.087,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,78,78
b32,search,file_count,300,4,0.062,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,63,63
b32,search,file_count,300,5,0.056,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,42,42
b32,search,file_count,500,1,0.070,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,90,90
b32,search,file_count,500,2,0.061,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,75,75
b32,search,file_count,500,3,0.063,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,81,81
b32,search,file_count,500,4,0.057,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,63,63
b32,search,file_count,500,5,0.066,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,78,78
b32,search,file_count,1000,1,0.114,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,222,222
b32,search,file_count,1000,2,0.077,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,146,146
b32,search,file_count,1000,3,0.082,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,162,162
b32,search,file_count,1000,4,0.074,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,140,140
b32,search,file_count,1000,5,0.071,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,131,131
b32,trapdoor,keyword_count,10,1,0.115,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,10,2,0.099,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,10,3,0.113,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,10,4,0.120,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,10,5,0.149,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,50,1,0.355,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,50,2,0.367,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,50,3,0.360,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,50,4,0.365,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,50,5,0.439,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,300,1,2.222,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,300,2,2.017,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,300,3,2.061,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,300,4,2.157,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,300,5,2.037,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,500,1,3.658,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,500,2,3.449,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,500,3,3.360,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,500,4,3.364,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b32,trapdoor,keyword_count,500,5,3.395,ok,primitive_surrogate: puncturable lattice search/trapdoor model with per-keyword token work,primitive_surrogate,,
b33,search,keyword_pool_size,10,1,4.601,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1000,1000
b33,search,keyword_pool_size,10,2,4.827,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1000,1000
b33,search,keyword_pool_size,10,3,4.706,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1000,1000
b33,search,keyword_pool_size,10,4,4.799,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1000,1000
b33,search,keyword_pool_size,10,5,4.694,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1000,1000
b33,search,keyword_pool_size,300,1,4.629,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,363,363
b33,search,keyword_pool_size,300,2,4.516,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,521,521
b33,search,keyword_pool_size,300,3,4.613,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,533,533
b33,search,keyword_pool_size,300,4,4.549,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,415,415
b33,search,keyword_pool_size,300,5,4.528,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,372,372
b33,search,keyword_pool_size,500,1,4.525,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,272,272
b33,search,keyword_pool_size,500,2,4.553,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,228,228
b33,search,keyword_pool_size,500,3,4.500,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,506,506
b33,search,keyword_pool_size,500,4,4.611,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,328,328
b33,search,keyword_pool_size,500,5,4.553,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,434,434
b33,search,keyword_pool_size,1000,1,4.573,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,222,222
b33,search,keyword_pool_size,1000,2,5.087,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,146,146
b33,search,keyword_pool_size,1000,3,4.567,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,162,162
b33,search,keyword_pool_size,1000,4,4.656,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,140,140
b33,search,keyword_pool_size,1000,5,4.507,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,131,131
b33,search,file_count,10,1,0.075,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,2,2
b33,search,file_count,10,2,0.072,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,3,3
b33,search,file_count,10,3,0.069,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,3,3
b33,search,file_count,10,4,0.083,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,1,1
b33,search,file_count,10,5,0.076,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,2,2
b33,search,file_count,100,1,0.451,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,27,27
b33,search,file_count,100,2,0.487,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,22,22
b33,search,file_count,100,3,0.445,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,9,9
b33,search,file_count,100,4,0.456,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,31,31
b33,search,file_count,100,5,0.447,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,15,15
b33,search,file_count,300,1,1.376,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,34,34
b33,search,file_count,300,2,1.319,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,33,33
b33,search,file_count,300,3,1.384,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,78,78
b33,search,file_count,300,4,1.326,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,63,63
b33,search,file_count,300,5,1.334,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,42,42
b33,search,file_count,500,1,2.300,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,90,90
b33,search,file_count,500,2,2.250,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,75,75
b33,search,file_count,500,3,2.280,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,81,81
b33,search,file_count,500,4,2.291,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,63,63
b33,search,file_count,500,5,2.236,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,78,78
b33,search,file_count,1000,1,4.493,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,222,222
b33,search,file_count,1000,2,4.504,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,146,146
b33,search,file_count,1000,3,4.500,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,162,162
b33,search,file_count,1000,4,4.518,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,140,140
b33,search,file_count,1000,5,4.751,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,131,131
b33,encryption,keyword_count,10,1,0.043,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,10,2,0.037,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,10,3,0.026,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,10,4,0.023,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,10,5,0.023,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,50,1,0.119,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,50,2,0.113,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,50,3,0.112,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,50,4,0.111,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,50,5,0.112,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,300,1,0.656,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,300,2,0.680,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,300,3,0.673,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,300,4,0.659,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,300,5,0.666,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,500,1,1.095,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,500,2,1.110,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,500,3,1.134,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,500,4,1.094,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,encryption,keyword_count,500,5,1.098,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,10,1,0.127,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,10,2,0.076,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,10,3,0.074,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,10,4,0.074,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,10,5,0.087,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,50,1,0.241,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,50,2,0.239,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,50,3,0.239,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,50,4,0.288,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,50,5,0.260,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,300,1,1.276,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,300,2,1.345,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,300,3,1.282,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,300,4,1.275,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,300,5,1.319,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,500,1,2.103,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,500,2,2.093,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,500,3,2.096,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,500,4,2.095,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
b33,trapdoor,keyword_count,500,5,2.132,ok,primitive_surrogate: time-epoch lattice/PEKS model using hash tokens and vector checks,primitive_surrogate,,
